0;100.0;150.0;1.67;2.5
1;100.0;150.0;3.33;5.0
2;100.0;150.0;5.0;7.5
3;100.0;150.0;6.67;10.0
4;100.0;150.0;8.33;12.5
5;100.0;150.0;10.0;15.0
6;100.0;150.0;11.67;17.5
7;100.0;150.0;13.33;20.0
8;100.0;150.0;15.0;22.5
9;100.0;150.0;16.67;25.0
10;100.0;150.0;18.33;27.5
11;100.0;150.0;20.0;30.0
12;100.0;150.0;21.67;32.5
13;100.0;150.0;23.33;35.0
14;100.0;150.0;25.0;37.5
15;100.0;150.0;26.67;40.0
16;100.0;150.0;28.33;42.5
17;100.0;150.0;30.0;45.0
18;100.0;150.0;31.67;47.5
19;100.0;150.0;33.33;50.0
20;100.0;150.0;35.0;52.5
21;100.0;150.0;36.67;55.0
22;100.0;150.0;38.33;57.5
23;100.0;150.0;40.0;60.0
24;100.0;150.0;41.67;62.5
25;100.0;150.0;43.33;65.0
26;100.0;150.0;45.0;67.5
27;100.0;150.0;46.67;70.0
28;100.0;150.0;48.33;72.5
29;100.0;150.0;50.0;75.0
30;100.0;150.0;51.67;77.5
31;100.0;150.0;53.33;80.0
32;100.0;150.0;55.0;82.5
33;100.0;150.0;56.67;85.0
34;100.0;150.0;58.33;87.5
35;100.0;150.0;60.0;90.0
36;100.0;150.0;61.67;92.5
37;100.0;150.0;63.33;95.0
38;100.0;150.0;65.0;97.5
39;100.0;150.0;66.67;100.0
40;100.0;150.0;68.33;102.5
41;100.0;150.0;70.0;105.0
42;100.0;150.0;71.67;107.5
43;100.0;150.0;73.33;110.0
44;100.0;150.0;75.0;112.5
45;100.0;150.0;76.67;115.0
46;100.0;150.0;78.33;117.5
47;100.0;150.0;80.0;120.0
48;100.0;150.0;81.67;122.5
49;100.0;150.0;83.33;125.0
50;100.0;150.0;85.0;127.5
51;100.0;150.0;86.67;130.0
52;100.0;150.0;88.33;132.5
53;100.0;150.0;90.0;135.0
54;100.0;150.0;91.67;137.5
55;100.0;150.0;93.33;140.0
56;100.0;150.0;95.0;142.5
57;100.0;150.0;96.67;145.0
58;100.0;150.0;98.33;147.5
59;100.0;150.0;100.0;150.0
60;100.0;150.0;101.67;152.5
61;100.0;150.0;103.33;155.0
62;100.0;150.0;105.0;157.5
63;100.0;150.0;106.67;160.0
64;100.0;150.0;108.33;162.5
65;100.0;150.0;110.0;165.0
66;100.0;150.0;111.67;167.5
67;100.0;150.0;113.33;170.0
68;100.0;150.0;115.0;172.5
69;100.0;150.0;116.67;175.0
70;100.0;150.0;118.33;177.5
71;100.0;150.0;120.0;180.0
72;100.0;150.0;121.67;182.5
73;100.0;150.0;123.33;185.0
74;100.0;150.0;125.0;187.5
75;100.0;150.0;126.67;190.0
76;100.0;150.0;128.33;192.5
77;100.0;150.0;130.0;195.0
78;100.0;150.0;131.67;197.5
79;100.0;150.0;133.33;200.0
80;100.0;150.0;135.0;202.5
81;100.0;150.0;136.67;205.0
82;100.0;150.0;138.33;207.5
83;100.0;150.0;140.0;210.0
84;100.0;150.0;141.67;212.5
85;100.0;150.0;143.33;215.0
86;100.0;150.0;145.0;217.5
87;100.0;150.0;146.67;220.0
88;100.0;150.0;148.33;222.5
89;100.0;150.0;150.0;225.0
90;100.0;150.0;151.67;227.5
91;100.0;150.0;153.33;230.0
92;100.0;150.0;155.0;232.5
93;100.0;150.0;156.67;235.0
94;100.0;150.0;158.33;237.5
95;100.0;150.0;160.0;240.0
96;100.0;150.0;161.67;242.5
97;100.0;150.0;163.33;245.0
98;100.0;150.0;165.0;247.5
