0;40.0;60.0;0.67;1.0
1;40.06;60.44;1.33;2.01
2;40.11;60.88;2.0;3.02
3;40.17;61.31;2.67;4.04
4;40.22;61.74;3.34;5.07
5;40.28;62.16;4.01;6.11
6;40.33;62.58;4.69;7.15
7;40.39;62.99;5.36;8.2
8;40.44;63.4;6.03;9.26
9;40.5;63.8;6.71;10.32
10;40.56;64.2;7.38;11.39
11;40.61;64.59;8.06;12.47
12;40.67;64.98;8.74;13.55
13;40.72;65.36;9.42;14.64
14;40.78;65.74;10.1;15.74
15;40.83;66.11;10.78;16.84
16;40.89;66.48;11.46;17.95
17;40.94;66.84;12.14;19.06
18;41.0;67.2;12.83;20.18
19;41.06;67.55;13.51;21.31
20;41.11;67.9;14.19;22.44
21;41.17;68.24;14.88;23.57
22;41.22;68.58;15.57;24.72
23;41.28;68.92;16.26;25.87
24;41.33;69.24;16.94;27.02
25;41.39;69.57;17.63;28.18
26;41.44;69.89;18.32;29.34
27;41.5;70.2;19.02;30.51
28;41.56;70.51;19.71;31.69
29;41.61;70.81;20.4;32.87
30;41.67;71.11;21.1;34.06
31;41.72;71.4;21.79;35.25
32;41.78;71.69;22.49;36.44
33;41.83;71.98;23.19;37.64
34;41.89;72.26;23.88;38.84
35;41.94;72.53;24.58;40.05
36;42.0;72.8;25.28;41.27
37;42.06;73.06;25.98;42.48
38;42.11;73.32;26.69;43.71
39;42.17;73.58;27.39;44.93
40;42.22;73.83;28.09;46.16
41;42.28;74.07;28.8;47.4
42;42.33;74.31;29.5;48.64
43;42.39;74.55;30.21;49.88
44;42.44;74.78;30.92;51.12
45;42.5;75.0;31.62;52.37
46;42.56;75.22;32.33;53.63
47;42.61;75.43;33.04;54.89
48;42.67;75.64;33.76;56.15
49;42.72;75.85;34.47;57.41
50;42.78;76.05;35.18;58.68
51;42.83;76.24;35.89;59.95
52;42.89;76.43;36.61;61.22
53;42.94;76.62;37.32;62.5
54;43.0;76.8;38.04;63.78
55;43.06;76.98;38.76;65.06
56;43.11;77.15;39.48;66.35
57;43.17;77.31;40.2;67.64
58;43.22;77.47;40.92;68.93
59;43.28;77.63;41.64;70.22
60;43.33;77.78;42.36;71.52
61;43.39;77.92;43.08;72.82
62;43.44;78.06;43.81;74.12
63;43.5;78.2;44.53;75.42
64;43.56;78.33;45.26;76.73
65;43.61;78.46;45.99;78.03
66;43.67;78.58;46.71;79.34
67;43.72;78.69;47.44;80.66
68;43.78;78.8;48.17;81.97
69;43.83;78.91;48.9;83.28
70;43.89;79.01;49.63;84.6
71;43.94;79.11;50.37;85.92
72;44.0;79.2;51.1;87.24
73;44.06;79.29;51.83;88.56
74;44.11;79.37;52.57;89.88
75;44.17;79.44;53.31;91.21
76;44.22;79.52;54.04;92.53
77;44.28;79.58;54.78;93.86
78;44.33;79.64;55.52;95.19
79;44.39;79.7;56.26;96.52
80;44.44;79.75;57.0;97.84
81;44.5;79.8;57.74;99.17
82;44.56;79.84;58.48;100.51
83;44.61;79.88;59.23;101.84
84;44.67;79.91;59.97;103.17
85;44.72;79.94;60.72;104.5
86;44.78;79.96;61.46;105.83
