0;40.0;60.0;0.67;1.0
1;40.06;60.39;1.33;2.01
2;40.11;60.77;2.0;3.02
3;40.17;61.15;2.67;4.04
4;40.22;61.53;3.34;5.06
5;40.28;61.9;4.01;6.1
6;40.33;62.27;4.69;7.13
7;40.39;62.63;5.36;8.18
8;40.44;62.99;6.03;9.23
9;40.5;63.35;6.71;10.28
10;40.56;63.7;7.38;11.34
11;40.61;64.05;8.06;12.41
12;40.67;64.4;8.74;13.49
13;40.72;64.74;9.42;14.56
14;40.78;65.08;10.1;15.65
15;40.83;65.42;10.78;16.74
16;40.89;65.75;11.46;17.84
17;40.94;66.08;12.14;18.94
18;41.0;66.4;12.83;20.04
19;41.06;66.72;13.51;21.16
20;41.11;67.04;14.19;22.27
21;41.17;67.35;14.88;23.4
22;41.22;67.66;15.57;24.52
23;41.28;67.96;16.26;25.66
24;41.33;68.27;16.94;26.79
25;41.39;68.56;17.63;27.94
26;41.44;68.86;18.32;29.08
27;41.5;69.15;19.02;30.24
28;41.56;69.44;19.71;31.39
29;41.61;69.72;20.4;32.56
30;41.67;70.0;21.1;33.72
31;41.72;70.28;21.79;34.89
32;41.78;70.55;22.49;36.07
33;41.83;70.82;23.19;37.25
34;41.89;71.08;23.88;38.43
35;41.94;71.34;24.58;39.62
36;42.0;71.6;25.28;40.82
37;42.06;71.85;25.98;42.01
38;42.11;72.1;26.69;43.22
39;42.17;72.35;27.39;44.42
40;42.22;72.59;28.09;45.63
41;42.28;72.83;28.8;46.85
42;42.33;73.07;29.5;48.06
43;42.39;73.3;30.21;49.28
44;42.44;73.53;30.92;50.51
45;42.5;73.75;31.62;51.74
46;42.56;73.97;32.33;52.97
47;42.61;74.19;33.04;54.21
48;42.67;74.4;33.76;55.45
49;42.72;74.61;34.47;56.69
50;42.78;74.81;35.18;57.94
51;42.83;75.02;35.89;59.19
52;42.89;75.21;36.61;60.44
53;42.94;75.41;37.32;61.7
54;43.0;75.6;38.04;62.96
55;43.06;75.79;38.76;64.22
56;43.11;75.97;39.48;65.49
57;43.17;76.15;40.2;66.76
58;43.22;76.33;40.92;68.03
59;43.28;76.5;41.64;69.31
60;43.33;76.67;42.36;70.58
61;43.39;76.83;43.08;71.86
62;43.44;76.99;43.81;73.15
